Industry_Sector,Round,Investor_Equity_Total,Age,Round_Equity_Total,Company_Status,Investment_Date,Num_Investors,Disclosed_Equity_Contribution,Location,Duration
Technology,3,1750000,17,,Active,2017-05-23,4,53750100,New York,597
Technology,2,8750000,68,,Active,2020-08-18,2,18750000,California,43
Technology,1,18718000,18,,Pending Acquisition,2017-03-16,2,55653100,New Jersey,1068
Technology,2,18310000,19,,Active,2016-07-27,3,68459800,California,1161
Technology,3,4000000,27,,Active,2012-06-20,7,47859100,Massachusetts,3351
Technology,3,6200000,43,,Acquisition,2016-07-25,4,52700000,Utah,1558
Technology,4,2200000,29,,Active,2018-05-22,5,18700300,Texas,585
Consumer Non-Cyclicals,2,12000000,25,,Active,2020-02-05,2,18700200,New York,573
Healthcare,3,2000000,0,,Active,2020-10-14,3,18700300,California,15
Financials,2,3300000,0,,Active,2021-06-22,2,18700200,California,2
Technology,2,14256000,43,,Active,2016-07-21,5,138218000,Washington,1086
Technology,2,18500000,28,,Active,2017-04-25,4,50174000,California,1736
Technology,2,9650000,26,,Active,2012-02-21,4,44049800,Massachusetts,1145
Technology,3,2000000,20,,Active,2013-08-22,5,68600000,California,2731
Consumer Non-Cyclicals,2,14074000,0,,Active,2018-03-20,2,18595000,California,21
Healthcare,3,11600000,40,,Went Public,2015-05-06,8,68715500,Massachusetts,1156
Technology,1,18600000,0,,Active,2020-10-08,1,18600000,New York,16
Technology,3,4250000,12,,Active,2020-08-27,3,18574800,California,389
Technology,2,18516000,0,,Active,2015-06-19,2,18516000,California,528
Technology,2,7228000,36,,Active,2018-11-28,2,18523200,Minnesota,583
Healthcare,3,16652000,0,,Active,2016-04-27,8,35852000,Texas,329
Industrials,2,11500000,37,,Active,2018-02-12,5,118500000,Massachusetts,1291
Technology,3,12400000,43,,Acquisition,2016-08-03,3,18500800,California,587
Technology,1,18500000,34,,Active,2018-11-01,2,58500000,California,953
Technology,2,6500000,2,,Active,2020-02-19,2,18500000,California,663
Consumer Non-Cyclicals,2,4000000,0,,Active,2020-07-15,2,18499800,California,5
Technology,2,9500000,0,,Active,2020-07-25,2,18500000,New York,2
Technology,1,18500000,21,,Active,2021-01-14,1,18500000,California,1
Industrials,2,18500000,48,,Active,2020-01-28,4,18500300,Louisiana,709
Technology,2,15000000,20,,Active,2021-08-30,2,18500000,California,43
Healthcare,3,2131000,42,,Active,2019-02-07,3,18475000,New Jersey,223
Industrials,6,1750000,24,,Active,2017-07-10,13,181827900,New Mexico,1479
Consumer Cyclicals,2,8950000,0,,Active,2020-12-23,2,18450000,Minnesota,217
Technology,2,8000000,0,,Acquisition,2017-01-05,2,18437000,California,166
Financials,1,18400000,26,,Active,2022-02-17,1,18399900,California,1
Consumer Non-Cyclicals,2,15400000,0,,Active,2021-08-18,2,18400200,California,16
Technology,3,0,21,,Active,2018-09-20,4,18391000,D. of Columbia,5
Healthcare,2,5000000,23,,Active,2020-07-22,3,49393200,New York,3
Technology,3,2350000,4,,Active,2012-05-10,11,192399200,Massachusetts,2511
Technology,3,6186000,0,,Active,2019-04-11,3,18336000,Colorado,91
Real Estate,1,18316000,11,,Active,2021-11-18,1,18316000,Washington,76
Consumer Cyclicals,3,0,0,,Active,2015-10-07,4,26813200,California,155
Financials,2,8300000,0,,Active,2015-04-07,2,18300000,California,601
Technology,1,18300000,0,,Active,2015-03-25,1,18300000,Oklahoma,2
Financials,1,18300000,42,,Active,2021-07-07,1,18300000,Massachusetts,41
Technology,4,2600000,18,,Active,2014-06-24,12,100503300,California,2786
Consumer Cyclicals,2,3250000,29,,Active,2012-09-20,6,83113500,New York,652
Technology,3,2000000,6,,Active,2017-06-21,4,18250000,California,5
Technology,2,3250000,26,,Active,2020-05-13,2,18250400,Texas,608
Technology,5,2000000,0,,Active,2013-04-17,5,18200000,California,399
Technology,3,5958000,16,,Defunct,2015-03-04,3,18202400,California,2533
Healthcare,1,18200000,46,,Active,2018-10-25,3,109500000,California,750
Technology,3,5000000,37,,Active,2020-02-05,4,18200000,California,1
Technology,3,13207000,45,,Active,2018-07-05,6,160208800,Illinois,966
Industrials,2,13680000,21,,Active,2021-10-12,2,18180000,California,3
Financials,2,3000000,0,,Active,2014-09-12,2,18141900,California,2131
Technology,2,17129000,36,,Active,2019-01-07,4,73334000,California,998
Healthcare,1,18126000,11,,Active,2020-11-12,1,18126000,Connecticut,182
Technology,3,1500000,5,,Acquisition,2014-06-11,3,18125000,California,901
Technology,3,12000000,29,,Acquisition,2012-06-14,4,20119900,California,1072
Technology,2,3113000,19,,Active,2017-08-29,4,138113400,Texas,316
Healthcare,3,3103000,16,,Active,2012-04-18,11,100999000,Massachusetts,1099
Technology,5,100000,0,,Active,2015-03-20,10,57590400,Maryland,361
Consumer Cyclicals,3,12600000,31,,Active,2017-08-16,4,47403000,New York,16
Consumer Cyclicals,2,9000000,26,,Active,2012-03-08,9,32533100,Massachusetts,2756
Healthcare,2,14500000,54,,Went Public,2012-05-14,12,132240800,Minnesota,2257
Technology,3,3500000,7,,Acquisition,2018-08-08,3,18102100,Minnesota,1058
Technology,1,18073000,96,,Pending Acquisition,2016-12-27,2,19999900,Illinois,1095
Healthcare,3,2915000,30,,Active,2019-07-15,3,18065000,Massachusetts,463
Healthcare,1,18056000,91,,Active,2012-08-07,9,87137100,California,1339
Technology,2,5240000,0,,Active,2017-04-27,2,18060200,New York,1364
Technology,2,15051000,48,,Active,2015-12-17,7,267551100,New York,2121
Healthcare,2,8000000,47,,Acquisition,2016-11-18,4,76000100,New York,1866
Industrials,2,0,48,,Active,2015-12-24,3,49444000,Tennessee,340
Technology,1,18000000,36,,Active,2015-01-07,4,42056000,Illinois,691
Technology,3,6520000,0,,Active,2015-03-17,3,17999800,Massachusetts,622
Technology,1,18000000,36,,Active,2016-12-16,6,281877700,New York,1406
Technology,2,11000000,34,,Active,2013-11-11,3,18000200,California,141
Technology,2,3000000,0,,Acquisition,2013-07-31,3,50000100,New York,429
Healthcare,1,18000000,89,,Went Public,2013-06-04,12,312326400,California,2444
Technology,3,5000000,47,,Pending Acquisition,2012-12-12,4,32999900,California,804
Consumer Cyclicals,3,10000000,34,,Acquisition,2014-10-22,4,26874000,New York,2305
Consumer Cyclicals,3,11000000,26,,LBO,2012-03-21,12,60419300,Arizona,1219
Healthcare,1,18000000,0,,Active,2014-04-17,8,60946900,California,558
Industrials,3,1500000,0,,Active,2016-08-26,3,17999900,California,1
Technology,1,18000000,10,,Active,2012-11-20,2,28000000,Washington,506
Technology,1,18000000,0,,Acquisition,2014-01-20,2,27500100,California,80
Technology,1,18000000,32,,Active,2017-09-19,3,76000000,Massachusetts,750
Technology,1,18000000,34,,Active,2017-11-13,2,18030000,Connecticut,1281
Technology,1,18000000,22,,Active,2017-10-19,2,18000000,Washington,1289
Healthcare,1,18000000,94,,Went Public,2015-11-02,4,101334000,California,1765
Technology,1,18000000,38,,Active,2018-02-15,1,18000000,California,1175
Technology,1,18000000,31,,Pending Acquisition,2018-04-03,1,18000000,California,23
Academic & Educational Services,1,18000000,30,,Acquisition,2014-06-18,11,136944000,Colorado,1940
Technology,3,7000000,29,,Active,2018-05-23,5,222999800,New York,996
Healthcare,2,18000000,53,,Went Public,2012-06-01,9,103121900,California,2271
Healthcare,1,18000000,59,,Active,2018-12-12,2,21000000,California,244
Technology,3,8000000,0,,Active,2018-12-17,3,18000000,California,2
Technology,2,10000000,0,,Active,2019-03-12,2,18000200,Illinois,35
Healthcare,1,18000000,32,,Active,2016-02-16,3,117822000,California,2101
Technology,2,6000000,0,,Active,2020-02-27,3,27995000,New York,704
Healthcare,2,18000000,30,,Pending Acquisition,2020-07-02,2,18000000,California,211
Technology,2,6000000,43,,Active,2020-07-31,2,18000000,Florida,308
Financials,1,18000000,55,,Active,2020-08-13,1,18000000,Pennsylvania,16
Technology,1,18000000,0,,Active,2020-10-01,2,17999800,California,495
Technology,2,6000000,10,,Active,2020-10-29,2,17999900,New York,194
Consumer Non-Cyclicals,1,18000000,26,,Active,2020-10-28,1,18000000,Illinois,217
Technology,2,4000000,12,,Active,2020-12-18,2,17999900,California,129
Technology,2,8000000,42,,Active,2019-07-16,4,118999800,New York,875
Industrials,1,18000000,46,,Active,2019-10-22,1,18000000,Colorado,837
Healthcare,1,18000000,0,,Active,2019-10-28,1,18000000,Colorado,1
Healthcare,1,18000000,0,,Active,2022-02-08,1,18000000,New York,4
Technology,1,18000000,0,,Active,2022-02-15,1,18000000,New York,1
Technology,1,18000000,20,,Active,2021-08-25,1,17999800,New York,77
Technology,1,18000000,35,,Active,2021-12-15,2,36000000,Pennsylvania,1
Healthcare,2,16822000,0,,Acquisition,2014-09-10,5,43181000,California,759
Academic & Educational Services,2,7950000,13,,Active,2013-01-28,8,38835000,D. of Columbia,1400
Technology,2,950000,1,,Active,2020-10-29,2,17950000,California,390
Technology,3,7000000,23,,Pending Acquisition,2014-11-21,9,193163700,D. of Columbia,2384
Technology,2,3696000,34,,Active,2020-12-16,4,18183900,Texas,386
Technology,1,17900000,37,,Active,2022-01-27,1,17900000,California,14
Industrials,1,17892000,0,,Active,2018-12-21,2,20392000,Colorado,18
Technology,3,600000,14,,Active,2019-03-15,3,17877000,California,1000
Technology,2,6369000,34,,Active,2018-11-08,3,47849000,Texas,1026
Healthcare,3,7397000,52,,Active,2013-05-08,5,20229000,California,2344
Technology,2,1230000,0,,Active,2018-04-12,4,17829900,Kentucky,1379
Industrials,7,4000000,24,,Active,2014-07-03,17,45819100,Massachusetts,462
Technology,4,5000000,15,,Active,2014-03-31,5,22400400,California,395
Healthcare,1,17800000,0,,Active,2020-10-09,1,17800000,California,3
Technology,2,4300000,0,,Active,2020-10-21,2,17800000,New York,1
Technology,1,17789000,25,,Active,2021-01-28,1,17789100,New York,61
Technology,2,8750000,20,,Active,2017-09-15,2,17750000,California,1095
Technology,2,5978000,10,,Active,2018-02-21,3,21078000,Massachusetts,5
Technology,1,17750000,35,,Active,2021-12-14,1,17750400,California,1
Technology,2,10000000,45,,Acquisition,2013-09-24,3,37729900,California,556
Technology,2,14000400,45,,Active,2016-10-25,9,435399400,New York,1873
Technology,1,17712000,35,,Active,2020-11-17,1,17712000,D. of Columbia,162
Real Estate,3,5000000,9,,Acquisition,2012-09-10,3,17700000,California,1540
Technology,2,1695000,40,,Acquisition,2013-07-10,6,27345000,California,912
Technology,2,5000000,0,,Active,2019-01-15,2,17699900,California,2
Technology,2,5700000,17,,Active,2020-04-29,2,17700000,California,491
Technology,2,2700000,4,,Active,2020-10-29,2,17700000,Delaware,398
Technology,1,17676000,30,,Active,2021-09-21,1,17676000,Massachusetts,1
Technology,1,17670000,0,,Active,2021-04-22,1,17670000,Massachusetts,217
Technology,3,4660000,25,,Active,2016-02-10,3,17659800,New York,292
Healthcare,3,1500000,0,,Active,2014-09-23,3,17641100,California,840
Technology,3,14533000,42,,Acquisition,2014-07-02,6,36456400,Texas,2511
Technology,2,3100000,25,,Active,2018-01-30,2,17600400,California,1192
Technology,2,10799000,22,,Active,2018-04-14,4,66491100,New York,1137
Technology,1,17600000,48,,Active,2016-12-28,5,86089000,New York,1508
Technology,2,8600000,31,,Active,2020-08-06,2,17600000,California,497
Technology,2,4300000,0,,Active,2020-08-26,2,17600100,Washington,168
Healthcare,2,7600000,0,,Active,2021-02-12,2,17599900,Florida,6
Industrials,3,9700000,0,,Active,2016-01-14,7,71052000,New York,508
Technology,4,1500000,17,,Active,2013-06-18,5,17999900,California,1259
Technology,1,17500000,34,,Active,2013-10-29,2,32500000,California,2663
Technology,2,14000000,21,,Active,2014-09-25,4,60500000,Washington,1751
Consumer Cyclicals,1,17500000,16,,Acquisition,2019-02-21,1,17500200,New York,951
Technology,4,0,21,,Active,2019-10-15,4,17500000,California,286
Real Estate,3,1000000,14,,Active,2020-09-29,3,17499800,California,419
Healthcare,2,0,0,,Active,2020-10-23,2,17500000,Massachusetts,6
Healthcare,1,17500000,0,,Active,2021-02-01,1,17500000,Connecticut,100
Technology,1,17500000,42,,Active,2019-07-16,3,92500200,California,646
Technology,1,17500000,54,,Active,2021-07-13,1,17500000,California,163
Industrials,1,17500000,0,,Active,2021-05-25,1,17500000,California,164
Consumer Non-Cyclicals,1,17500000,34,,Active,2021-07-07,4,104080800,Connecticut,124
Technology,1,17500000,22,,Active,2022-01-13,1,17500000,California,0
Technology,3,2200000,0,,Active,2015-04-09,7,199470300,New York,596
Healthcare,3,1500000,37,,Active,2017-02-06,7,81278900,Massachusetts,38
Consumer Cyclicals,2,14972000,0,,Acquisition,2014-04-23,2,17472000,California,1126
Technology,1,17452000,35,,Active,2020-05-13,2,56952200,California,635
Healthcare,6,846000,43,,Active,2013-07-17,10,28141000,Wisconsin,1230
Healthcare,2,11200000,58,,Active,2017-11-16,2,17400000,Minnesota,1
Technology,2,3000000,22,,Active,2016-10-21,3,17399700,California,1936
Healthcare,1,17400000,0,,Active,2021-02-09,1,17400000,Ohio,8
Technology,1,17400000,10,,Active,2021-11-03,1,17399900,California,5
Technology,2,390000,0,,Acquisition,2015-10-08,2,17390000,Minnesota,986
Technology,2,10674000,27,,Acquisition,2014-01-08,4,26819000,California,686
Technology,4,9070000,41,,Active,2017-06-13,7,24373100,Colorado,113
Technology,2,0,15,,LBO,2015-04-20,4,26327600,California,2416
Technology,2,10130000,40,,Active,2017-04-25,5,146154900,Pennsylvania,212
Healthcare,3,0,37,,Active,2017-08-03,4,17317000,California,131
Technology,1,17322000,21,,Pending Acquisition,2012-10-23,3,22264000,California,2174
Technology,5,3500000,25,,Active,2013-02-14,9,38211100,California,897
Healthcare,3,1800000,36,,Active,2020-02-20,4,17309000,Arizona,436
Technology,1,17300000,29,,Active,2021-05-18,2,23800000,California,203
Consumer Non-Cyclicals,2,17299000,41,,Active,2021-06-14,2,17299100,New York,222
Technology,2,5100000,19,,Active,2020-08-04,2,17284900,California,534
Technology,3,6000000,11,,Active,2017-08-02,3,17275000,Missouri,440
Financials,1,17274000,0,,Active,2021-08-03,1,17274000,Washington,79
Financials,2,1000000,37,,Active,2015-03-04,5,77249100,California,2265
Technology,1,17251000,23,,Acquisition,2012-06-29,5,110615900,New Hampshire,2936
Technology,2,4100000,22,,Active,2017-10-24,3,47247800,Massachusetts,1399
Technology,2,3250000,33,,Active,2020-10-01,2,17249900,California,401
Real Estate,3,5037000,0,,Active,2016-09-22,4,37238100,California,1882
Technology,3,7700000,38,,Active,2022-02-17,5,21188000,Colorado,1
Technology,3,4800000,31,,Active,2014-07-28,8,125225000,California,375
Technology,4,2963400,16,,Active,2015-04-28,8,77579800,Non-US,1309
Technology,2,11000000,0,,Active,2015-01-30,2,17208000,New York,668
Consumer Cyclicals,4,3156000,13,,Acquisition,2014-02-10,5,32156000,New York,1022
Technology,1,17143000,0,,Acquisition,2015-09-19,1,17143000,New York,19
Technology,2,6500000,21,,Acquisition,2013-09-26,4,33727000,Colorado,776
Consumer Cyclicals,2,3000000,41,,Active,2014-06-12,2,17134000,Massachusetts,582
Technology,1,17120000,21,,Active,2021-10-26,1,17120000,New York,13
Technology,1,17100000,0,,Acquisition,2016-07-14,1,17100000,Massachusetts,85
Consumer Cyclicals,2,6000000,30,,Acquisition,2012-02-27,10,76261000,New York,1381
Consumer Cyclicals,2,1600000,19,,Active,2016-07-01,4,118992800,California,601
Technology,2,4100000,30,,Active,2020-07-08,2,17100000,California,2
Technology,2,2000000,9,,Active,2020-09-03,2,17098800,Washington,475
Technology,2,3000000,42,,Active,2021-07-15,2,17096000,California,6
Technology,2,12000000,55,15400000,Active,2021-07-30,2,17100000,Massachusetts,59
Technology,1,17100000,0,,Active,2022-02-08,1,17099600,California,1
Technology,2,5036000,32,,Active,2013-10-08,7,34936000,California,1967
Consumer Non-Cyclicals,3,0,0,,Active,2020-06-29,3,17036000,Georgia,21
Technology,2,5525000,48,,Active,2016-02-04,2,17025100,Utah,2126
Technology,3,3000000,20,,Active,2018-09-10,4,45870000,New York,1
Technology,1,17015000,44,,Active,2021-08-17,1,17015200,New Hampshire,52
Technology,3,5300000,44,,Active,2018-09-10,9,251222200,Virginia,1218
Technology,2,17000000,12,,Active,2016-07-27,2,17000000,California,1028
Industrials,2,0,43,,LBO,2013-10-09,4,33335000,New York,183
Technology,2,2000000,0,,Active,2014-10-30,3,42000200,California,30
Technology,3,12000000,30,,Active,2015-07-16,3,17000000,Virginia,1
Technology,2,9000000,41,,Active,2016-05-20,10,2643827200,California,2021
Technology,1,17000000,44,,Acquisition,2013-08-20,1,17000000,California,436
Technology,3,0,23,,Pending Acquisition,2015-11-25,3,16999900,California,462
Healthcare,1,17000000,14,,Active,2017-02-21,1,17000000,Missouri,11
Technology,2,11000000,22,,Active,2016-03-23,3,18000100,California,433
Consumer Non-Cyclicals,1,17000000,0,,Active,2017-07-10,1,17000100,California,29
Technology,1,17000000,45,,Active,2017-09-21,1,17000000,New York,4
Technology,2,4004000,0,,Active,2016-12-29,3,21954200,Utah,285
Technology,2,5000000,0,,Active,2018-03-12,3,16999800,California,129
Technology,1,17000000,0,,Pending Acquisition,2016-07-14,1,17000000,California,756
Technology,1,17000000,44,,Active,2018-09-13,1,17000000,California,99
Technology,1,17000000,34,,Active,2018-09-19,1,17000000,California,1198
Technology,1,17000000,75,,Active,2018-07-23,4,88000000,New York,81
Healthcare,3,7500000,11,,Active,2018-11-08,3,17000000,Colorado,20
Healthcare,1,17000000,64,,Active,2018-12-06,2,39600000,Pennsylvania,838
Healthcare,1,17000000,24,,Pending Acquisition,2019-01-16,2,20000100,California,915
Technology,2,5000000,3,88000000,Active,2017-03-24,2,17000000,Michigan,686
Financials,3,0,0,,Active,2020-04-03,3,16999900,California,6
Industrials,2,13200000,28,,Active,2020-04-28,2,17000000,California,504
Technology,2,5000000,0,,Active,2020-10-07,2,17000100,Indiana,9
Healthcare,2,7000000,0,,Active,2020-10-30,2,16999900,Massachusetts,62
Technology,1,17000000,37,,Active,2021-02-03,1,17000000,California,286
